Name	Length	NumReads	NumReads	NumReads
BgISR7-07692	2619	56	116	64
BgISR7-07693	2622	108	163	135
BgISR7-07694	960	16	53	54
BgISR7-07695	339	6	1	2
BgISR7-07696	534	2	2	1
BgISR7-07697	60	0	0	0
BgISR7-07698	1611	23	74	25
BgISR7-07699	627	51.5878	120.287	76.5344
BgISR7-07700	606	48.4122	136.713	52.4656
BgISR7-07701	1542	32	51	63
BgISR7-07702	1614	33	81	56
BgISR7-07703	858	56	110	71
BgISR7-07704	1053	65	143	71
BgISR7-07705	117	0	0	0
BgISR7-07706	1194	177	261	232
BgISR7-07707	327	2	0	0
BgISR7-07708	789	5	16	19
BgISR7-07709	3000	71	133	125
BgISR7-07710	513	33	68	25
BgISR7-07711	312	119	149	115
BgISR7-07712	3180	64	119	82
BgISR7-07713	1926	38	103	49
BgISR7-07714	2547	29	42	24
BgISR7-07715	834	25	42	44
BgISR7-07716	306	7	7	14
BgISR7-07717	3327	148	309	198
BgISR7-07718	663	15	31	24
BgISR7-07719	1710	61	94	63
BgISR7-07720	2205	3	24	8
BgISR7-07721	324	14	25	20
BgISR7-07722	1902	14	37	22
BgISR7-07723	774	18	41	32
BgISR7-07724	2052	30	68	21
BgISR7-07725	1809	22	44	47
BgISR7-07726	966	35	64	46
BgISR7-07727	42	4	13	9
BgISR7-07728	966	48	90	62
BgISR7-07729	2820	49	86	77
BgISR7-07730	183	15	25	27
BgISR7-07731	453	18	48	30
BgISR7-07732	48	0	0	0
BgISR7-07733	51	0	0	0
BgISR7-07734	771	3	18	7
BgISR7-07735	588	29	55	55
BgISR7-07736	1656	24	60	32
BgISR7-07737	2121	56	82	65
BgISR7-07738	1164	36	58	40
BgISR7-07739	162	0	0	0
BgISR7-07740	516	0	0	0
BgISR7-07741	1002	25	56	34
BgISR7-07742	1224	30	74	51
BgISR7-07743	1185	16	38	22
BgISR7-07744	678	10	22	18
BgISR7-07745	2190	93	152	114
BgISR7-07746	618	3	7	0
BgISR7-07747	516	0	4	0
BgISR7-07748	573	9.42857	8	2.33333
BgISR7-07749	324	5	7	4
BgISR7-07750	1830	20	55	50
BgISR7-07751	1371	58	117	83
BgISR7-07752	573	1.57143	2	4.66667
BgISR7-07753	1851	85	182	111
BgISR7-07754	2214	19	51	29
BgISR7-07755	7518	98	121	107
BgISR7-07756	3180	753	1270	957
BgISR7-07757	1023	430	840	553
BgISR7-07758	297	0	1	0
BgISR7-07759	414	0	0	0
BgISR7-07760	420	75	136	75
BgISR7-07761	204	0	0	0
BgISR7-07762	5436	78	152	105
BgISR7-07763	1386	277	580	463
BgISR7-07764	1218	20	47	33
BgISR7-07765	360	9	10	14
BgISR7-07766	795	19	34	20
BgISR7-07767	840	41	64	48
BgISR7-07768	234	10	32	10
BgISR7-07769	1083	29	64	42
BgISR7-07770	2130	63	84	86
BgISR7-07771	228	73	144	117
BgISR7-07772	1128	73	177	115
BgISR7-07773	1194	14	46	13
BgISR7-07774	1299	31	72	45
BgISR7-07775	1758	47	87	52
BgISR7-07776	1560	45	80	54
BgISR7-07777	954	38	61	65
BgISR7-07778	945	10	20	22
BgISR7-07779	1017	7	2	5
BgISR7-07780	1236	12	19	25
BgISR7-07781	888	42	102	66
BgISR7-07782	3087	190	442	294
BgISR7-07783	762	6	3	5
BgISR7-07784	720	11	35	16
BgISR7-07785	1566	36	49	27
BgISR7-07786	2022	19	12	15
BgISR7-07787	1200	3	17	7
BgISR7-07788	852	6	24	24
BgISR7-07789	975	12	36	15
BgISR7-07790	1632	12	11	13
BgISR7-07791	1425	25	66	39
BgISR7-07792	1353	158	348	206
BgISR7-07793	435	11	11	7
BgISR7-07794	876	107	163	129
BgISR7-07795	711	1	2	2
BgISR7-07796	2448	105	118	115
BgISR7-07797	468	322	686	492
BgISR7-07798	99	1	0	0
BgISR7-07799	342	133	225	197
BgISR7-07800	3555	0	0	2.21401
BgISR7-07801	1563	12	30	15
BgISR7-07802	108	0	0	0
BgISR7-07803	264	0	0	0
BgISR7-07804	1140	5	11	4
BgISR7-07805	282	0	3	2
BgISR7-07806	633	10	11	17
BgISR7-07807	3261	32	74	40
BgISR7-07808	2166	19	31	23
BgISR7-07809	174	13	20	23
BgISR7-07810	1125	58	121	74
BgISR7-07811	1173	4	15	7
BgISR7-07812	2466	24	56	40
BgISR7-07813	1962	25	42	17
BgISR7-07814	1569	114	172	110
BgISR7-07815	720	20	62	21
BgISR7-07816	468	5	6	2
BgISR7-07817	1236	2.13232	12.5997	10.3503
BgISR7-07818	102	0	0	0
BgISR7-07819	201	15	32	11
BgISR7-07820	696	4	2	4
BgISR7-07821	2703	43	99	80
BgISR7-07822	1923	24	60	31
BgISR7-07823	504	37	82	59
BgISR7-07824	759	34	84	37
BgISR7-07825	114	0	3	0
BgISR7-07826	2382	35	60	43
BgISR7-07827	1167	230	431	273
BgISR7-07828	243	376	771	486
BgISR7-07829	930	21	41	25
BgISR7-07830	645	21	48	23
BgISR7-07831	2922	1	4.35866	1.08078
BgISR7-07832	1272	71	107	76
BgISR7-07833	990	51	108	60
BgISR7-07834	1176	0	6.63844	6.49941
BgISR7-07835	165	0.727273	0.53719	0.636364
BgISR7-07836	1620	52	122	83
BgISR7-07837	918	4	15	9
BgISR7-07838	1620	9	29	21
BgISR7-07839	1008	85	188	131
BgISR7-07840	336	10	36	32
BgISR7-07841	1674	62	80	63
BgISR7-07842	435	0	1	0
BgISR7-07843	117	1	0	0
BgISR7-07844	1089	31	47	41
BgISR7-07845	1233	21	61	34
BgISR7-07846	432	57	113	60
BgISR7-07847	3147	20	21	39
BgISR7-07848	903	9	23	11
BgISR7-07849	633	0	0	0
BgISR7-07850	2586	20	35	27
BgISR7-07851	951	28	39	14
BgISR7-07852	1248	10	15	9
BgISR7-07853	2790	4	5	7
BgISR7-07854	1335	15	41	39
BgISR7-07855	258	16	36	18
BgISR7-07856	333	28	36	26
BgISR7-07857	1932	0	1	0
BgISR7-07858	2601	45	72	57
BgISR7-07859	597	25	44	23
BgISR7-07860	345	44	74	59
BgISR7-07861	597	86	142	89
BgISR7-07862	3516	38	88	54
BgISR7-07863	1059	42	88	57
BgISR7-07864	1050	12	32	10
BgISR7-07865	249	0	0	0
BgISR7-07866	2010	25	29	22
BgISR7-07867	1062	35	63	39
BgISR7-07868	24	0	0	0
BgISR7-07869	1137	0	2	0
BgISR7-07870	792	69	140	92
BgISR7-07871	2430	73	124	87
BgISR7-07872	249	39	74	56
BgISR7-07873	756	11	21	4
BgISR7-07874	1944	15	27	18
BgISR7-07875	1233	26	53	41
BgISR7-07876	1317	17	31	21
BgISR7-07877	519	0	0	0
BgISR7-07878	96	0	0	0
BgISR7-07879	51	1	0	0
BgISR7-07880	1080	22	49	38
BgISR7-07881	498	7	24	15
BgISR7-07882	27	0	0	0
BgISR7-07883	1362	46	98	58
BgISR7-07884	489	152	319	207
BgISR7-07885	912	49	95	76
BgISR7-07886	2163	22	58	36
BgISR7-07887	2430	70	153	106
BgISR7-07888	750	1	5	4
BgISR7-07889	1386	36	76	50
BgISR7-07890	1416	0	14	7
BgISR7-07891	14523	2	10	7
BgISR7-07892	855	23	45	18
BgISR7-07893	573	139	267	176
BgISR7-07894	1149	10	18	11
BgISR7-07895	1515	22	25	28
BgISR7-07896	2478	1	7	5
BgISR7-07897	2874	47	103	80
BgISR7-07898	456	28	56	40
BgISR7-07899	72	0	0	0
BgISR7-07900	1941	45	144	102
BgISR7-07901	468	2	3	1
BgISR7-07902	174	0	1	5
BgISR7-07903	4293	84	163	97
BgISR7-07904	1143	34	68	62
BgISR7-07905	378	46	101	78
BgISR7-07906	270	0	0	3
BgISR7-07907	36	0	0	0
BgISR7-07908	321	22	53	41
BgISR7-07909	441	562	1048	722
BgISR7-07910	852	4	30	21
BgISR7-07911	1692	37	73	49
BgISR7-07912	2019	27	47	30
BgISR7-07913	318	11	23	31
BgISR7-07914	546	33	49	43
BgISR7-07915	165	2.83333	17.8462	6.28571
BgISR7-07916	2991	28	45	39
BgISR7-07917	807	3	0	1
BgISR7-07918	96	0	0	0
BgISR7-07919	1014	20	23	11
BgISR7-07920	876	376	619	363
BgISR7-07921	5487	24	42	37
BgISR7-07922	3405	60	93	46
BgISR7-07923	1521	1	7	7
BgISR7-07924	138	0	0	0
BgISR7-07925	474	3	0	1
BgISR7-07926	1782	202	394	227
BgISR7-07927	522	0	0	0
BgISR7-07928	414	14	14	9
BgISR7-07929	1578	32	64	44
BgISR7-07930	12657	62	108	92
BgISR7-07931	1161	9	16	12
BgISR7-07932	4812	3.76953e-05	0	0
BgISR7-07933	1185	0	0	0
BgISR7-07934	744	43	86	41
BgISR7-07935	2355	17	31	35
BgISR7-07936	330	4	3.42857	5
BgISR7-07937	420	0	0	0
BgISR7-07938	483	1	4	0
BgISR7-07939	507	81	122	85
BgISR7-07940	1989	14	44	23
BgISR7-07941	987	118	257	160
BgISR7-07942	2223	32	67	46
BgISR7-07943	2082	35	81	50
BgISR7-07944	3537	1.66336	0	0
BgISR7-07945	1464	25	39	30
BgISR7-07946	2289	41	83	66
BgISR7-07947	5664	46	68	59
BgISR7-07948	969	47	130	91
BgISR7-07949	624	90	149	111
BgISR7-07950	1155	14	48	39
BgISR7-07951	738	4	1	4
BgISR7-07952	387	2	1	2
BgISR7-07953	60	0	0	0
BgISR7-07954	423	0	0	0
BgISR7-07955	3096	7.89532	27.4965	12.1346
BgISR7-07956	330	0	0	0
BgISR7-07957	111	0	0	0
BgISR7-07958	1146	1	1	0
BgISR7-07959	1878	60	104	67
BgISR7-07960	2238	7	45	23
BgISR7-07961	1059	13	39	26
BgISR7-07962	1410	43	92	34
BgISR7-07963	1410	25	33	27
BgISR7-07964	825	3	13	11
BgISR7-07965	1587	97	224	131
BgISR7-07966	1173	102	179	111
BgISR7-07967	576	65	187	140
BgISR7-07968	2457	88	106	99
BgISR7-07969	279	3	10	9
BgISR7-07970	114	0	0	0
BgISR7-07971	342	76	147	104
BgISR7-07972	1842	62	107	65
BgISR7-07973	1029	11	39	22
BgISR7-07974	555	116	226	163
BgISR7-07975	180	18	27	22
BgISR7-07976	1494	56	116	80
BgISR7-07977	3675	9	10	5
BgISR7-07978	1206	21	40	19
BgISR7-07979	489	18	27	16
BgISR7-07980	1308	91	164	115
BgISR7-07981	546	178	372	262
BgISR7-07982	3717	19	34	15
BgISR7-07983	162	1	0	1
BgISR7-07984	1266	22	40	29
BgISR7-07985	2025	81	196	112
BgISR7-07986	771	10	11	6
BgISR7-07987	393	15	20	12
BgISR7-07988	2349	84	175	105
BgISR7-07989	1158	0	4	1
BgISR7-07990	921	13	33	20
BgISR7-07991	1329	40	45	30
BgISR7-07992	4812	2.54738e-07	32.9587	0.000448356
BgISR7-07993	5073	57	105	53
BgISR7-07994	960	30	43	41
BgISR7-07995	576	1	11	2
BgISR7-07996	1986	122	221	165
BgISR7-07997	48	0	5	0
BgISR7-07998	2070	119	240	166
BgISR7-07999	543	4	1	2
BgISR7-08000	504	36	91	54.5
BgISR7-08001	1650	88	136.919	110
BgISR7-08002	108	343	684	536
BgISR7-08003	3519	83	160	107
BgISR7-08004	1590	290	510	324
BgISR7-08005	2226	409	732	571
BgISR7-08006	504	36	91	54.5
BgISR7-08007	1557	32	64	27
BgISR7-08008	2394	48	94	53
BgISR7-08009	978	0	0	1
BgISR7-08010	978	0.5	10	2
BgISR7-08011	978	0.5	0	2
BgISR7-08012	804	10	19	11
BgISR7-08013	51	0	0	0
BgISR7-08014	39	0	0	0
BgISR7-08015	1347	10	20	10
BgISR7-08016	723	6	2	8
BgISR7-08017	981	28	37	14
BgISR7-08018	2259	42	86	50
BgISR7-08019	987	4	8	1
BgISR7-08020	1656	114	244	176
BgISR7-08021	1155	7	15	15
BgISR7-08022	1104	50	113	73
BgISR7-08023	537	8	10	4
BgISR7-08024	393	1	12	5
BgISR7-08025	459	1	9	0
BgISR7-08026	96	0	0	0
BgISR7-08027	2586	61	109	62
BgISR7-08028	756	50	101	92
BgISR7-08029	2502	36	94	43
BgISR7-08030	1056	15	26	20
BgISR7-08031	1314	13	50	33
BgISR7-08032	1611	12	26	27
BgISR7-08033	606	15	34	26
BgISR7-08034	345	25	27	16
BgISR7-08035	756	11	39	24
BgISR7-08036	900	12	33	16
BgISR7-08037	1653	6	5	9
BgISR7-08038	522	26	46	31
BgISR7-08039	1008	90	146	100
BgISR7-08040	306	91	111	59
BgISR7-08041	2049	81	160	84
BgISR7-08042	4677	31	63	30
BgISR7-08043	948	240	498	322
BgISR7-08044	762	17	32	17
BgISR7-08045	3102	14	11	10
BgISR7-08046	933	16	21	7
BgISR7-08047	3351	20	43	27
BgISR7-08048	747	13	23	17
BgISR7-08049	945	7	6	12
BgISR7-08050	3381	57	84	66
BgISR7-08051	816	10	7	17
BgISR7-08052	1899	12	27	18
BgISR7-08053	756	41	61	41
BgISR7-08054	1320	8	18	11
BgISR7-08055	333	6	15	2
BgISR7-08056	768	14	29	30
BgISR7-08057	945	7	9	7
BgISR7-08058	738	96	189	108
BgISR7-08059	999	18	49	20
BgISR7-08060	2430	22	92	30
BgISR7-08061	1341	15	39	15
BgISR7-08062	1335	54	91	65
BgISR7-08063	447	0	1	0
BgISR7-08064	447	1	1	0
BgISR7-08065	1311	25	38	40
BgISR7-08066	1176	12	33	33
BgISR7-08067	1104	10	19	4
BgISR7-08068	96	0	0	0
BgISR7-08069	1626	103	129	102
BgISR7-08070	1020	16	26	16
BgISR7-08071	312	0	0	0
BgISR7-08072	189	0	0	0
BgISR7-08073	558	1	11	3
BgISR7-08074	3390	34	44	34
BgISR7-08075	84	0	0	0
BgISR7-08076	2385	72	155	117
BgISR7-08077	129	1	2.33333	3.42857
BgISR7-08078	447	0	0	0
BgISR7-08079	162	0	0	0
BgISR7-08080	3735	32	76	52
BgISR7-08081	6420	0.000184165	0	0
BgISR7-08082	603	22	47	20
BgISR7-08083	1386	25	37	25
BgISR7-08084	750	33	78	63
BgISR7-08085	4269	8.13046	6.18584	17.9303
BgISR7-08086	2577	11	38	36
BgISR7-08087	2091	35	67	40
BgISR7-08088	801	0	2	0
BgISR7-08089	120	0	0	0
BgISR7-08090	216	0	0	0
BgISR7-08091	1503	76	169	112
BgISR7-08092	606	79	197	115
BgISR7-08093	1287	7	10	10
BgISR7-08094	87	0	0	0
BgISR7-08095	690	0	1.18837	0
BgISR7-08096	1338	68	161	82
BgISR7-08097	207	0	0	0
BgISR7-08098	339	0	1	1.59557
BgISR7-08099	30	0	0	0
BgISR7-08100	78	0	0	0
BgISR7-08101	816	3.34232	8.61101	7.08325
BgISR7-08102	741	10	5	2
BgISR7-08103	1668	17	19	13
BgISR7-08104	789	0	0	0
BgISR7-08105	51	0	0	0
BgISR7-08106	1128	32	65	34
BgISR7-08107	1122	13	32	15
BgISR7-08108	726	26	61	18
BgISR7-08109	444	288	543	400
BgISR7-08110	1728	33	73	57
BgISR7-08111	1086	45	109	77
BgISR7-08112	2010	19	38	35
BgISR7-08113	1065	2	10	6
BgISR7-08114	2970	149	262	156
BgISR7-08115	2121	63	127	109
BgISR7-08116	726	16	45	32
BgISR7-08117	306	0	0	0
BgISR7-08118	1485	18	21	24
BgISR7-08119	132	0	2	0
BgISR7-08120	939	2	2	5
BgISR7-08121	222	4	8	5
BgISR7-08122	972	11	11	12
BgISR7-08123	636	0	0	0
BgISR7-08124	459	0	2	0
BgISR7-08125	33	0	1	0
BgISR7-08126	651	161	392	215
BgISR7-08127	51	0	0	0
BgISR7-08128	57	0	0	0
BgISR7-08129	1035	26	62	26
BgISR7-08130	444	0	0	0
BgISR7-08131	177	0	0.443303	0
BgISR7-08132	147	0	0	1
BgISR7-08133	750	0	0	2
BgISR7-08134	2727	37	91	50
BgISR7-08135	639	632	1260	802
BgISR7-08136	705	28	51	37
BgISR7-08137	1302	47	68	50
BgISR7-08138	1020	29	99	73
BgISR7-08139	735	5	24	9
BgISR7-08140	1374	3	7	7
BgISR7-08141	1191	27	56	60
BgISR7-08142	210	0	2	0
BgISR7-08143	2154	85	155	95
BgISR7-08144	324	2	1	1
BgISR7-08145	792	1.5	1.5	1
BgISR7-08146	480	1	3	1
BgISR7-08147	792	1.5	1.5	1
BgISR7-08148	279	7	6	6
BgISR7-08149	789	0	2	0
BgISR7-08150	99	0	0	0
BgISR7-08151	270	0	0	0
BgISR7-08152	87	0	0	0
BgISR7-08153	498	6	1	2
BgISR7-08154	780	4	0	3
BgISR7-08155	171	0	0	1
BgISR7-08156	1926	134	239	133
BgISR7-08157	609	0	5	1
BgISR7-08158	204	0	0	0
BgISR7-08159	81	0	0	0.98854
BgISR7-08160	11757	138	271	190
BgISR7-08161	168	0	0	0
BgISR7-08162	99	1	0	0
BgISR7-08163	1326	28	50	52
BgISR7-08164	336	3	8	9
BgISR7-08165	2469	32	64	52
BgISR7-08166	450	6	22	6
BgISR7-08167	174	0	0	0
BgISR7-08168	531	3	2	1
BgISR7-08169	717	1	3	3
BgISR7-08170	960	38	58	29
BgISR7-08171	165	2	3	2
BgISR7-08172	249	3	0	3
BgISR7-08173	3225	31	71	55
BgISR7-08174	1074	24	48	40
BgISR7-08175	1545	323	561	425
BgISR7-08176	1212	10	33	25
BgISR7-08177	309	22	65	39
BgISR7-08178	1818	85	124	93
BgISR7-08179	783	13	40	15
BgISR7-08180	1137	21	56	35
BgISR7-08181	1260	9	25	21
BgISR7-08182	3093	65	125	74
BgISR7-08183	543	29	59	34
BgISR7-08184	1941	68	106	74
BgISR7-08185	912	32	31	36
BgISR7-08186	2445	33	65	39
BgISR7-08187	810	0	0	0
BgISR7-08188	2067	29	45	27
BgISR7-08189	213	0	0	1
BgISR7-08190	1446	16	49	40
BgISR7-08191	960	17	30	18
BgISR7-08192	984	30	71	57
BgISR7-08193	768	82	161	68
BgISR7-08194	402	0	0	0
BgISR7-08195	99	0	0	0
BgISR7-08196	198	2	0	0
BgISR7-08197	1053	13	41	29
BgISR7-08198	3090	20	72	44
BgISR7-08199	996	42	86	42
BgISR7-08200	480	27	72	61
BgISR7-08201	1719	101	156	109
BgISR7-08202	1395	36	86	64
BgISR7-08203	2937	74	123	96
BgISR7-08204	6741	27	64	49
BgISR7-08205	318	24	17	18
BgISR7-08206	210	0	0	0
BgISR7-08207	468	1	6	0
BgISR7-08208	1689	34	59	29
BgISR7-08209	732	26	26	16
BgISR7-08210	1704	42	97	46
BgISR7-08211	2442	51	103	71
BgISR7-08212	663	16	43	16
BgISR7-08213	1017	16	49	22
BgISR7-08214	675	2	1	0
BgISR7-08215	663	25	58	49
BgISR7-08216	879	42	102	54
BgISR7-08217	1950	25	61	46
BgISR7-08218	1011	15	38	22
BgISR7-08219	1605	220	460	272
BgISR7-08220	549	10	34	11
BgISR7-08221	2235	40	86	71
BgISR7-08222	399	5	8	11
BgISR7-08223	777	11	29	17
BgISR7-08224	1485	277	437	394
BgISR7-08225	147	0	1	1
BgISR7-08226	36	0	0	0
BgISR7-08227	2364	32	73	40
BgISR7-08228	1506	20	63	44
BgISR7-08229	573	110	229	148
BgISR7-08230	951	161	340	273
BgISR7-08231	423	18	41	26
BgISR7-08232	2517	28	40	35
BgISR7-08233	12	0	0	0
BgISR7-08234	2337	114	244	149
BgISR7-08235	627	98	207	142
BgISR7-08236	693	31	82	19
BgISR7-08237	1299	98	208	125
BgISR7-08238	195	48	79	58
BgISR7-08239	405	393	738	496
BgISR7-08240	408	506	915	632
BgISR7-08241	1263	19	35	10
BgISR7-08242	1548	2	26	17
BgISR7-08243	2094	28	68	42
BgISR7-08244	1821	51	52	46
BgISR7-08245	1257	2.05164	0	4.98232
BgISR7-08246	1326	17	40	18
BgISR7-08247	1059	39	70	45
BgISR7-08248	972	9	4	8
BgISR7-08249	327	0	0	0
BgISR7-08250	231	0	0	0
BgISR7-08251	1173	37	71	61
BgISR7-08252	921	19	30	35
BgISR7-08253	243	6	20	6
BgISR7-08254	1812	16	27	22
BgISR7-08255	714	60	142	99
BgISR7-08256	768	0	4	13
BgISR7-08257	1509	47	73	47
BgISR7-08258	1254	7	35	16
BgISR7-08259	2931	47	92	66
BgISR7-08260	1110	22	49	37
BgISR7-08261	1164	29	51	26
BgISR7-08262	108	0	0	0
BgISR7-08263	2241	29	61	40
BgISR7-08264	231	5	17	6
BgISR7-08265	612	21	52	29
BgISR7-08266	846	16	49	30
BgISR7-08267	1254	43	76	64
BgISR7-08268	1002	67	98	61
BgISR7-08269	933	136	212	175
BgISR7-08270	1107	0	1.10673	0
BgISR7-08271	93	0	0	0
BgISR7-08272	1191	1.76786	5.88235	8.92857
BgISR7-08273	504	6	15	15
BgISR7-08274	585	57	133	64
BgISR7-08275	2226	42	62	67
BgISR7-08276	1305	65	109	77
BgISR7-08277	2220	60	84	55
BgISR7-08278	1191	10.6071	14	11.9048
BgISR7-08279	1191	5.625	14.1176	4.16667
BgISR7-08280	816	71	158	102
BgISR7-08281	1119	30	69	33
BgISR7-08282	429	19	28	10
BgISR7-08283	747	24	49	45
BgISR7-08284	375	132	322	197
BgISR7-08285	1665	24	40	24
BgISR7-08286	669	70	153	111
BgISR7-08287	1062	54	99	56
BgISR7-08288	21	0	0	0
BgISR7-08289	471	0	3	0
BgISR7-08290	933	14	19	15
BgISR7-08291	1350	110	185	144
BgISR7-08292	21	0	0	0
BgISR7-08293	525	16	29	17
BgISR7-08294	1179	4	6	3
BgISR7-08295	933	7	2	1
BgISR7-08296	1062	53	105	68
BgISR7-08297	1365	66	125	98
BgISR7-08298	2772	19	49	24
BgISR7-08299	2565	97	170	128
BgISR7-08300	204	6	4	1
BgISR7-08301	2571	182	303	220
BgISR7-08302	1239	60	82	54
BgISR7-08303	4122	53	117	70
BgISR7-08304	1773	35	79	47
BgISR7-08305	228	0	22	11
BgISR7-08306	1110	31	79	55
BgISR7-08307	306	13	11	12
BgISR7-08308	4197	68	104	87
BgISR7-08309	717	18	48	36
BgISR7-08310	723	11	10	15
BgISR7-08311	717	0	3	4
BgISR7-08312	279	0	0	0
BgISR7-08313	615	0	1	0
BgISR7-08314	69	0	0	0
BgISR7-08315	717	4	8	7
BgISR7-08316	138	0	0	0
BgISR7-08317	45	0	0	0
BgISR7-08318	561	1	0	0
BgISR7-08319	717	109	202	152
BgISR7-08320	1344	1	2	2
BgISR7-08321	636	5	15	14
BgISR7-08322	552	17	41	27
BgISR7-08323	1818	32	54	49
BgISR7-08324	840	33	58	38
BgISR7-08325	1146	21	41	22
BgISR7-08326	315	16.8516	37.3564	25.7212
BgISR7-08327	156	8	18	9
BgISR7-08328	681	6	14	6
BgISR7-08329	699	32	79	56
BgISR7-08330	705	13	37	33
BgISR7-08331	588	99	199	107
BgISR7-08332	840	64	127	104
BgISR7-08333	456	7	31	15
BgISR7-08334	1140	23	63	37
BgISR7-08335	897	49	86	69
BgISR7-08336	432	33	54	32
BgISR7-08337	1035	113	179	114
BgISR7-08338	852	8	1	3
BgISR7-08339	192	54	123	55
BgISR7-08340	528	4	5	3
BgISR7-08341	501	53	106	81
BgISR7-08342	468	49	52	43
BgISR7-08343	711	8	19	14
BgISR7-08344	66	0	0	0
BgISR7-08345	342	5	6	7
BgISR7-08346	1836	8	53	32
BgISR7-08347	759	22	83	48
BgISR7-08348	480	91	145	133
BgISR7-08349	2376	133	293	179
BgISR7-08350	516	54	122	81
BgISR7-08351	648	94	179	110
BgISR7-08352	1284	81	156	96
BgISR7-08353	1473	63	125	76
BgISR7-08354	225	1	10	1
BgISR7-08355	99	0	0	0
BgISR7-08356	327	0	0.617336	1.20895
BgISR7-08357	708	48	64	44
BgISR7-08358	84	144.599	233.63	154.339
BgISR7-08359	843	12	23	15
BgISR7-08360	195	32	63	34
BgISR7-08361	447	21	36	24
BgISR7-08362	66	0	0	0
BgISR7-08363	261	2	1.91093	1.645
BgISR7-08364	402	0	0	0
BgISR7-08365	84	138.401	230.37	163.661
BgISR7-08366	288	6	3	3
BgISR7-08367	2052	44	98	49
BgISR7-08368	1308	6	21	5
BgISR7-08369	5319	75	133	93
BgISR7-08370	675	58	118	98
BgISR7-08371	2007	61	137	80
BgISR7-08372	945	14	24	11
BgISR7-08373	2067	52	93	52
BgISR7-08374	1035	43	52	39
BgISR7-08375	288	15	33	32
BgISR7-08376	1626	33	97	55
BgISR7-08377	204	0	1	0
BgISR7-08378	333	5	17	12
BgISR7-08379	1221	28	38	22
BgISR7-08380	573	4	9	3
BgISR7-08381	1338	56	74	67
BgISR7-08382	501	32	72	41
BgISR7-08383	1716	56	88	40
BgISR7-08384	1368	40	94	68
BgISR7-08385	2331	27	32	37
BgISR7-08386	3150	54	75	58
BgISR7-08387	1833	37	53	38
BgISR7-08388	2151	40	65	51
BgISR7-08389	1605	25	56	28
BgISR7-08390	2625	33	48	29
BgISR7-08391	1668	17	26	10
BgISR7-08392	585	16	26	9
BgISR7-08393	1158	55	106	76
BgISR7-08394	2952	42	47	42
BgISR7-08395	762	89	175	140
BgISR7-08396	552	1	4	1
BgISR7-08397	579	1	1	0
BgISR7-08398	1263	45	71	51
BgISR7-08399	960	20	34	30
BgISR7-08400	1308	123	225	155
BgISR7-08401	1632	69	168	64
BgISR7-08402	3147	55	124	68
BgISR7-08403	1110	512	877	694
BgISR7-08404	480	18	38	18
BgISR7-08405	1959	29	77	52
BgISR7-08406	675	66	117	76
BgISR7-08407	522	0	0	0
BgISR7-08408	1020	24	27	14
BgISR7-08409	1773	56	80	53
BgISR7-08410	3993	104	139	120
BgISR7-08411	1134	45	95	50
BgISR7-08412	1605	14	36	29
BgISR7-08413	1362	14	20	17
BgISR7-08414	12	0	0	0
BgISR7-08415	333	627	1074	715
BgISR7-08416	1347	37	53	32
BgISR7-08417	1176	75.4258	107.784	71.2991
BgISR7-08418	84	0	0	0
BgISR7-08419	1161	38.5742	55.2157	42.7009
BgISR7-08420	525	11	23	11
BgISR7-08421	1881	74	130	104
BgISR7-08422	351	13	24	11
BgISR7-08423	84	0	0	0
BgISR7-08424	675	0	0	6
BgISR7-08425	831	1.1042	0	0
BgISR7-08426	975	13	22	28
BgISR7-08427	1227	69	136	128
BgISR7-08428	579	194	360	215
BgISR7-08429	606	4	16	10
BgISR7-08430	513	10	28	15
BgISR7-08431	1767	25	44	30
BgISR7-08432	4290	75	144	107
BgISR7-08433	396	78	179	128
BgISR7-08434	504	12	9	11
BgISR7-08435	1515	9	2	4
BgISR7-08436	1065	380	657	424
BgISR7-08437	963	1	2	7
BgISR7-08438	1254	13	12	6
BgISR7-08439	357	0	0	1
BgISR7-08440	48	0	0	0
BgISR7-08441	1650	25	26	25
BgISR7-08442	2832	30	49	35
BgISR7-08443	651	87	148	102
BgISR7-08444	150	2	5	4
BgISR7-08445	930	46	95	36
BgISR7-08446	597	2	17	11
BgISR7-08447	903	10	20	2
BgISR7-08448	1806	47	97	65
BgISR7-08449	456	28	31	19
BgISR7-08450	1947	55	90	49
BgISR7-08451	555	0	0	0
BgISR7-08452	1332	44	50	45
BgISR7-08453	1203	33	65	32
BgISR7-08454	2640	65	143	94
BgISR7-08455	291	54	82	58
BgISR7-08456	1683	32	62	46
BgISR7-08457	3027	49	68	56
BgISR7-08458	147	0	0	0
BgISR7-08459	540	0	0	0
BgISR7-08460	2586	29	61	24
BgISR7-08461	144	1	0	0
BgISR7-08462	684	0	0	0
BgISR7-08463	1209	116	207	153
BgISR7-08464	636	63	94	69
BgISR7-08465	1599	74	161	117
BgISR7-08466	1413	24	65	26
BgISR7-08467	1329	107	173	104
BgISR7-08468	504	14	35	21
BgISR7-08469	687	11	39	27
BgISR7-08470	1101	46	86	55
BgISR7-08471	795	20	41	26
BgISR7-08472	498	6	12	11
BgISR7-08473	2829	65	127	98
BgISR7-08474	1077	111	191	126
BgISR7-08475	219	51	96	62
BgISR7-08476	315	0	0	0
BgISR7-08477	201	0	5	4
